Absorption/nm,Emission/nm,PLQY,SMILES,solvent,Reference(doi),Et30,SP,SdP,SA,SB,"Test method of Quantum Yield (0= measured by relative method/not mention in origin paper, 1= absolute QY)",Unnamed: 13,solvent_smiles
699.0,725.0,0.33,C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(C)C=CC=C3)C4=CC=C(N(C)C)C=C4P2(C5=CC=CC=C5)=O,H2O,10.1039/D0OB00189A,63.1,0.681,0.997,1.062,0.025,0.0,,O
699.0,726.0,0.43,O=P(C1=CC(N2CCC2)=CC=C1C(C3=C(C)C=CC=C3)=C4C=C/5)(C6=CC=CC=C6)C4=CC5=[N+]7CCC\7,H2O,10.1039/D0OB00189A,63.1,0.681,0.997,1.062,0.025,0.0,,O
708.0,729.0,0.25,O=P(C1=CC(N2CCCC2)=CC=C1C(C3=C(C)C=CC=C3)=C4C=C/5)(C6=CC=CC=C6)C4=CC5=[N+]7CCCC\7,H2O,10.1039/D0OB00189A,63.1,0.681,0.997,1.062,0.025,0.0,,O
709.0,738.0,0.13,C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(C(F)(F)F)C=CC=C3)C4=CC=C(N(C)C)C=C4P2(C5=CC=CC=C5)=O,H2O,10.1039/D0OB00189A,63.1,0.681,0.997,1.062,0.025,0.0,,O
710.0,735.0,0.31,O=P(C1=CC(N2CCC2)=CC=C1C(C3=C(C(F)(F)F)C=CC=C3)=C4C=C/5)(C6=CC=CC=C6)C4=CC5=[N+]7CCC\7,H2O,10.1039/D0OB00189A,63.1,0.681,0.997,1.062,0.025,0.0,,O
718.0,744.0,0.18,O=P(C1=CC(N2CCCC2)=CC=C1C(C3=C(C(F)(F)F)C=CC=C3)=C4C=C/5)(C6=CC=CC=C6)C4=CC5=[N+]7CCCC\7,H2O,10.1039/D0OB00189A,63.1,0.681,0.997,1.062,0.025,0.0,,O
720.0,740.0,0.36,CC[N+]1=C(C(C)(C)C2=C1C=CC=C2)/C=C/C(CCC3)=C4C3=C(/C=C5N(CC)C(C=CC=C6)=C6C/5(C)C)C(C=CC(N(CC)CC)=C7)=C7O4,CH2Cl2,10.1002/chem.201404718,40.7,0.761,0.769,0.04,0.178,0.0,Ffis the relative fluorescence quantum yield estimated by usingICG (Ff= 0.13 in DMSO) as a fluorescence standard,
710.0,732.0,0.3,CC[N+]1=C(C(C)(C)C2=C1C=CC=C2)/C=C/C(CCC3)=C4C3=C(/C=C5N(CC)C(C=CC=C6)=C6C/5(C)C)C(C=C(C)C(NCC)=C7)=C7O4,CH2Cl2,10.1002/chem.201404718,40.7,0.761,0.769,0.04,0.178,0.0,,
712.0,735.0,0.24,CC[N+]1=C(C(C)(C)C2=C1C=CC=C2)/C=C/C(CCC3)=C4C3=C(/C=C5N(CC)C(C=CC=C6)=C6C/5(C)C)C(C=CC(NCC)=C7)=C7O4,CH2Cl2,10.1002/chem.201404718,40.7,0.761,0.769,0.04,0.178,0.0,,
724.0,747.0,0.57,CC[N+]1=C(C(C)(C)C2=C1C=CC=C2)/C=C/C(CCC3)=C4C3=C(/C=C5N(CC)C(C=CC=C6)=C6C/5(C)C)C(C=C7C8=C9CCCN8CCC7)=C9O4,CH2Cl2,10.1002/chem.201404718,40.7,0.761,0.769,0.04,0.178,0.0,,
714.0,734.0,0.01,CC[N+]1=C(C(C)(C)C2=C1C=CC=C2)/C=C/C(CCC3)=C4C3=C(/C=C5N(CC)C(C=CC=C6)=C6C/5(C)C)C(C=CC(O)=C7)=C7O4,CH2Cl2,10.1002/chem.201404718,40.7,0.761,0.769,0.04,0.178,0.0,,
403.0,492.0,0.08,N#C/C(C1=CC=C(OC)C=C1)=C\C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2,THF,10.1002/ajoc.201500488,37.4,0.714,0.634,0.0,0.591,0.0,,C1CCOC1
425.0,504.0,0.14,N#C/C(C1=CC=C(OC)C=C1)=C\C2=CC=C(N(C3=CC=CC=C3)C4=CC=C(/C=C(C#N)/C5=CC=C(OC)C=C5)C=C4)C=C2,THF,10.1002/ajoc.201500488,37.4,0.714,0.634,0.0,0.591,0.0,,C1CCOC1
419.0,498.0,0.18,N#C/C(C1=CC=C(OC)C=C1)=C\C2=CC=C(N(C3=CC=C(/C=C(C#N)/C4=CC=C(OC)C=C4)C=C3)C5=CC=C(/C=C(C#N)/C6=CC=C(OC)C=C6)C=C5)C=C2,THF,10.1002/ajoc.201500488,37.4,0.714,0.634,0.0,0.591,0.0,,C1CCOC1
420.0,539.0,0.21,N#C/C(C1=CC=C(C#N)C=C1)=C\C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2,THF,10.1002/ajoc.201500488,37.4,0.714,0.634,0.0,0.591,0.0,,C1CCOC1
448.0,554.0,0.28,N#C/C(C1=CC=C(C#N)C=C1)=C\C2=CC=C(N(C3=CC=C(/C=C(C#N)/C4=CC=C(C#N)C=C4)C=C3)C5=CC=CC=C5)C=C2,THF,10.1002/ajoc.201500488,37.4,0.714,0.634,0.0,0.591,0.0,,C1CCOC1
440.0,546.0,0.32,N#C/C(C1=CC=C(C#N)C=C1)=C\C2=CC=C(N(C3=CC=C(/C=C(C#N)/C4=CC=C(C#N)C=C4)C=C3)C5=CC=C(/C=C(C#N)/C6=CC=C(C#N)C=C6)C=C5)C=C2,THF,10.1002/ajoc.201500488,37.4,0.714,0.634,0.0,0.591,0.0,,C1CCOC1
434.0,592.0,0.3,N#C/C(C1=CC=C(C#N)C=C1)=C\C2=CC=C(/C=C/C3=CC=C(C=C3)N(C4=CC=CC=C4)C5=CC=CC=C5)C=C2,THF,10.1002/ajoc.201500488,37.4,0.714,0.634,0.0,0.591,0.0,,C1CCOC1
418.0,578.0,0.37,N#C/C(C1=CC=C(C#N)C=C1)=C\C(C=C2)=CC=C2C3=CC=C(N(C4=CC=C(C5=CC=C(C=O)C=C5)C=C4)C6=CC=C(C7=CC=C(/C=C(C#N)/C8=CC=C(C#N)C=C8)C=C7)C=C6)C=C3,THF,10.1002/ajoc.201500488,37.4,0.714,0.634,0.0,0.591,0.0,,C1CCOC1
428.0,601.0,0.39,N#C/C(C1=CC=C(C#N)C=C1)=C\C(C=C2)=CC=C2C3=CC=C(N(C4=CC=C(C5=CC=C(/C=C(C#N)/C6=CC=C(C#N)C=C6)C=C5)C=C4)C7=CC=C(C8=CC=C(/C=C(C#N)/C9=CC=C(C#N)C=C9)C=C8)C=C7)C=C3,THF,10.1002/ajoc.201500488,37.4,0.714,0.634,0.0,0.591,0.0,,C1CCOC1
432.0,603.0,0.42,O=C(OC)/C(C#N)=C/C(C=C1)=CC=C1C2=CC=C(N(C3=CC=C(C4=CC=C(/C=C(C#N)/C(OC)=O)C=C4)C=C3)C5=CC=C(C6=CC=C(/C=C(C#N)/C(OC)=O)C=C6)C=C5)C=C2,THF,10.1002/ajoc.201500488,37.4,0.714,0.634,0.0,0.591,0.0,,C1CCOC1
344.0,387.0,0.72,C12=CC=CC3=C1C(C(C=C2)=CC=C4C5=CC=NC=C5)=C4C=C3,toluene,10.1021/acs.joc.9b03421,33.9,0.782,0.284,0.0,0.128,1.0,Absolute quantum yields of solids were measured using a calibrated integrating sphere,Cc1ccccc1
338.0,403.0,0.2,C12=CC=CC3=C1C(C(C=C2)=CC(C4=CC=NC=C4)=C5)=C5C=C3,toluene,10.1021/acs.joc.9b03421,33.9,0.782,0.284,0.0,0.128,1.0,,Cc1ccccc1
338.0,401.0,0.16,C12=CC=CC3=C1C(C(C=C2)=CC(C4=NC=CC=C4)=C5)=C5C=C3,toluene,10.1021/acs.joc.9b03421,33.9,0.782,0.284,0.0,0.128,1.0,,Cc1ccccc1
340.0,379.0,0.38,C12=CC=CC3=C1C(C(C(C4=CC=NC=C4)=C2)=CC=C5)=C5C=C3,toluene,10.1021/acs.joc.9b03421,33.9,0.782,0.284,0.0,0.128,1.0,,Cc1ccccc1
358.0,399.0,0.97,C12=C(C3=CC=NC=C3)C=CC4=C1C(C(C=C2)=CC=C5C6=CC=NC=C6)=C5C=C4,toluene,10.1021/acs.joc.9b03421,33.9,0.782,0.284,0.0,0.128,1.0,,Cc1ccccc1
340.0,417.0,0.3,C12=CC(C3=CC=NC=C3)=CC4=C1C(C(C=C2)=CC(C5=CC=NC=C5)=C6)=C6C=C4,toluene,10.1021/acs.joc.9b03421,33.9,0.782,0.284,0.0,0.128,1.0,,Cc1ccccc1
342.0,419.0,0.29,C12=CC(C3=NC=CC=C3)=CC4=C1C(C(C=C2)=CC(C5=CC=CC=N5)=C6)=C6C=C4,toluene,10.1021/acs.joc.9b03421,33.9,0.782,0.284,0.0,0.128,1.0,,Cc1ccccc1
346.0,382.0,0.36,C12=CC=CC3=C1C(C(C(C4=CC=NC=C4)=C2)=CC=C5)=C5C=C3C6=CC=NC=C6,toluene,10.1021/acs.joc.9b03421,33.9,0.782,0.284,0.0,0.128,1.0,,Cc1ccccc1
344.0,382.0,0.37,C12=CC=CC3=C1C(C(C(C4=CC=NC=C4)=C2)=CC=C5)=C5C(C6=CC=NC=C6)=C3,toluene,10.1021/acs.joc.9b03421,33.9,0.782,0.284,0.0,0.128,1.0,,Cc1ccccc1
372.0,415.0,0.84,CCCCC1=C(C=C2)C3=C(C(C4=CC=NC=C4)=C1)C=CC5=C3C2=C(C6=CC=NC=C6)C=C5CCCC,toluene,10.1021/acs.joc.9b03421,33.9,0.782,0.284,0.0,0.128,1.0,,Cc1ccccc1
344.0,427.0,0.005,O=P1(C2=CC=CC=C2)C3=C(C=CC=C3)N(C4=CC=CC=C4)C5=C1C=CC=C5,CH2Cl2,10.1021/acs.joc.9b02847,40.7,0.761,0.769,0.04,0.178,1.0,Absolute fluorescence quantum yield in neat film,
372.0,433.0,0.515,O=P1(C2=CC=CC=C2)C3=C(C=CC=C3)N(C)C4=C1C(C=CC=C5)=C5C6=C4C=CC=C6,CH2Cl2,10.1021/acs.joc.9b02847,40.7,0.761,0.769,0.04,0.178,1.0,,
650.0,672.0,,F[B-]1(F)N2C(C3=CC=CC=C3)=CC(C4=CC=CC=C4)=C2N=C5C(C6=CC=CC=C6)=CC(C7=CC=CC=C7)=[N+]15,CHCl3,10.1039/c1cp22396h,39.1,0.783,0.614,0.047,0.071,,,ClC(Cl)Cl
658.0,687.0,,F[B-]1(F)N2C(C3=CC=C(Br)C=C3)=CC(C4=CC=CC=C4)=C2N=C5C(C6=CC=CC=C6)=CC(C7=CC=C(Br)C=C7)=[N+]15,CHCl3,10.1039/c1cp22396h,39.1,0.783,0.614,0.047,0.071,,,ClC(Cl)Cl
688.0,715.0,,F[B-]1(F)N2C(C3=CC=C(OC)C=C3)=CC(C4=CC=CC=C4)=C2N=C5C(C6=CC=CC=C6)=CC(C7=CC=C(OC)C=C7)=[N+]15,CHCl3,10.1039/c1cp22396h,39.1,0.783,0.614,0.047,0.071,,,ClC(Cl)Cl
745.0,827.0,,F[B-]1(F)N2C(C3=CC=C(C#CC4=CC=C(N(C)C)C=C4)C=C3)=CC(C5=CC=CC=C5)=C2N=C6C(C7=CC=CC=C7)=CC(C8=CC=C(C#CC9=CC=C(N(C)C)C=C9)C=C8)=[N+]16,toluene,10.1039/c1cp22396h,33.9,0.782,0.284,0.0,0.128,,,Cc1ccccc1
694.0,741.0,,F[B-]1(F)N2C(C3=CC=C(C#CC4=CC=C(C(C=CC([N+]([O-])=O)=C5)=C5C6(CCCCCC)CCCCCC)C6=C4)C=C3)=CC(C7=CC=CC=C7)=C2N=C8C(C9=CC=CC=C9)=CC(C%10=CC=C(C#CC%11=CC=C(C(C=CC([N+]([O-])=O)=C%12)=C%12C%13(CCCCCC)CCCCCC)C%13=C%11)C=C%10)=[N+]18,CH2Cl2,10.1039/c1cp22396h,40.7,0.761,0.769,0.04,0.178,,,
740.0,752.0,,F[B-]1(N2C(C3=CC=C(C=C3CC4)OC)=C4C(C5=CC=CC=C5)=C2N=C6C(C7=CC=CC=C7)=C8C(C9=C(CC8)C=C(C=C9)OC)=[N+]16)F,CHCl3,10.1039/c1cp22396h,39.1,0.783,0.614,0.047,0.071,,,ClC(Cl)Cl
764.0,782.0,,COC(C=C1)=CC2=C1C3=CC(C4=CC=CC=C4)=C5N3[B-]6(OC7=CC(OC)=CC=C7C8=[N+]6C(C(C9=CC=CC=C9)=C8)=N5)O2,CHCl3,10.1039/c1cp22396h,39.1,0.783,0.614,0.047,0.071,,,ClC(Cl)Cl
729.0,769.0,,F[B-]1(N2C(C3=CC=C(C=C3)OC)=C4C(C=CC=C4)=C2N=C5C6=C(C=CC=C6)C(C7=CC=C(C=C7)OC)=[N+]15)F,CH2Cl2,10.1039/c1cp22396h,40.7,0.761,0.769,0.04,0.178,,,
368.0,453.0,,C1(C2=CC=C(N3C4=C(C5=C3C=CC=C5)C=CC=C4)C=C2)=NC6=C(C=CC=C6)N=C1C7=CC=C(N8C9=C(C%10=C8C=CC=C%10)C=CC=C9)C=C7,toluene,10.1002/chem.201902116,33.9,0.782,0.284,0.0,0.128,,,Cc1ccccc1
400.0,522.0,,CC(C1=C2C=CC=C1)(C)C3=C(C=CC=C3)N2C(C=C4)=CC=C4C5=NC6=C(C=CC=C6)N=C5C7=CC=C(N8C(C=CC=C9)=C9C(C)(C)C%10=C8C=CC=C%10)C=C7,toluene,10.1002/chem.201902116,33.9,0.782,0.284,0.0,0.128,,,Cc1ccccc1
414.0,583.0,,CC(C1=C2C=CC=C1)(C)C3=C(C=CC=C3)N2C(C=C4)=CC=C4C5=NC6=C(C=NC=C6)N=C5C7=CC=C(N8C(C=CC=C9)=C9C(C)(C)C%10=C8C=CC=C%10)C=C7,toluene,10.1002/chem.201902116,33.9,0.782,0.284,0.0,0.128,,,Cc1ccccc1
409.0,578.0,,CC(C1=C2C=CC=C1)(C)C3=C(C=CC=C3)N2C(C=C4)=CC=C4C5=NC6=C(C=CC=N6)N=C5C7=CC=C(N8C(C=CC=C9)=C9C(C)(C)C%10=C8C=CC=C%10)C=C7,toluene,10.1002/chem.201902116,33.9,0.782,0.284,0.0,0.128,,,Cc1ccccc1
437.0,615.0,,C1(C2=CC=C(N3C(C=CC=C4)=C4OC5=C3C=CC=C5)C=C2)=NC6=C(C=NC=C6)N=C1C7=CC=C(N8C(C=CC=C9)=C9OC%10=C8C=CC=C%10)C=C7,toluene,10.1002/chem.201902116,33.9,0.782,0.284,0.0,0.128,,,Cc1ccccc1
438.0,620.0,,C1(C2=CC=C(N3C(C=CC=C4)=C4OC5=C3C=CC=C5)C=C2)=NC6=C(C=CC=N6)N=C1C7=CC=C(N8C(C=CC=C9)=C9OC%10=C8C=CC=C%10)C=C7,toluene,10.1002/chem.201902116,33.9,0.782,0.284,0.0,0.128,,,Cc1ccccc1
337.0,388.0,0.31,CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=CC=C4)C3=C1,THF,10.1002/ajoc.201800413,37.4,0.714,0.634,0.0,0.591,0.0,,C1CCOC1
347.0,420.0,0.67,CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(C(OC)=O)C=C4)C3=C1,THF,10.1002/ajoc.201800413,37.4,0.714,0.634,0.0,0.591,0.0,,C1CCOC1
348.0,421.0,0.69,CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(C#N)C=C4)C3=C1,THF,10.1002/ajoc.201800413,37.4,0.714,0.634,0.0,0.591,0.0,,C1CCOC1
356.0,443.0,0.24,CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(C=O)C=C4)C3=C1,THF,10.1002/ajoc.201800413,37.4,0.714,0.634,0.0,0.591,0.0,,C1CCOC1
394.0,544.0,0.43,CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(/C=C(C(OCC)=O)/C#N)C=C4)C3=C1,THF,10.1002/ajoc.201800413,37.4,0.714,0.634,0.0,0.591,0.0,,C1CCOC1
412.0,578.0,0.43,CCCCCCCCOC1=CC=C(N(C2=CC=CC=C2)N=C3C4=CC=C(/C=C(C#N)/C#N)C=C4)C3=C1,THF,10.1002/ajoc.201800413,37.4,0.714,0.634,0.0,0.591,0.0,,C1CCOC1
346.0,419.0,0.02,COC(C=C1)=CC=C1/C=C/C2=NC3=CC=CC=C3C=C2,CH2Cl2,10.1002/chem.202000817,40.7,0.761,0.769,0.04,0.178,0.0,"Fluorescence quantum yields (10%) were deter-mined relative to 9,10-bis(phenylethynyl)anthracene in cyclohexane(FF=1.0",
399.0,513.0,0.61,C12=CC=CC=C1C=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,CH2Cl2,10.1002/chem.202000817,40.7,0.761,0.769,0.04,0.178,0.0,,
354.0,434.0,0.15,COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=NC4=CC=CC=C4C=C3,CH2Cl2,10.1002/chem.202000817,40.7,0.761,0.769,0.04,0.178,0.0,,
347.0,437.0,0.01,COC(C=C1)=CC=C1/C=C/C2=CC=NC3=CC=CC=C32,CH2Cl2,10.1002/chem.202000817,40.7,0.761,0.769,0.04,0.178,0.0,,
397.0,538.0,0.29,C12=CC=CC=C1C(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=N2,CH2Cl2,10.1002/chem.202000817,40.7,0.761,0.769,0.04,0.178,0.0,,
354.0,454.0,0.02,COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=CC=NC4=CC=CC=C43,CH2Cl2,10.1002/chem.202000817,40.7,0.761,0.769,0.04,0.178,0.0,,
360.0,451.0,0.01,COC(C=C1)=CC=C1/C=C/C2=C3C(C=CC=C3)=CC=N2,CH2Cl2,10.1002/chem.202000817,40.7,0.761,0.769,0.04,0.178,0.0,,
402.0,521.0,0.29,C1(/C=C/C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=NC=CC5=C1C=CC=C5,CH2Cl2,10.1002/chem.202000817,40.7,0.761,0.769,0.04,0.178,0.0,,
374.0,474.0,0.98,C12=CC=CC=C1C=CC(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,CH2Cl2,10.1002/chem.202000817,40.7,0.761,0.769,0.04,0.178,0.0,,
382.71604938271605,450.90909090909093,,C12=CC=CN1[B-](C3=CC=CC=C3)(C4=CC=CC=C4)[N+](C5=CC=CC=C5)=C2,THF,10.1002/chem.201303607,37.4,0.714,0.634,0.0,0.591,,,C1CCOC1
353.2763532763533,375.75757575757575,,CC1=CC=CC(C)=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,THF,10.1002/chem.201303607,37.4,0.714,0.634,0.0,0.591,,,C1CCOC1
353.2763532763533,386.29283489096576,,CC(C)C1=CC=CC(C(C)C)=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,THF,10.1002/chem.201303607,37.4,0.714,0.634,0.0,0.591,,,C1CCOC1
386.29283489096576,467.9245283018868,,COC(C=C1)=CC=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,THF,10.1002/chem.201303607,37.4,0.714,0.634,0.0,0.591,,,C1CCOC1
383.9009287925697,455.88235294117646,,CC(C=C1)=C(C)C=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,THF,10.1002/chem.201303607,37.4,0.714,0.634,0.0,0.591,,,C1CCOC1
381.53846153846155,447.6534296028881,,FC(C=C1)=CC=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,THF,10.1002/chem.201303607,37.4,0.714,0.634,0.0,0.591,,,C1CCOC1
420.33898305084745,464.41947565543074,,O=[N+](C(C=C1)=CC=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5)[O-],THF,10.1002/chem.201303607,37.4,0.714,0.634,0.0,0.591,,,C1CCOC1
403.9087947882736,452.5547445255474,,N#CC(C=C1)=CC=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,THF,10.1002/chem.201303607,37.4,0.714,0.634,0.0,0.591,,,C1CCOC1
389.93710691823895,444.44444444444446,,FC(C(F)=C1)=C(F)C=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,THF,10.1002/chem.201303607,37.4,0.714,0.634,0.0,0.591,,,C1CCOC1
366.8639053254438,432.05574912891984,,FC(C(F)=C1F)=C(F)C(F)=C1[N+]2=CC3=CC=CN3[B-]2(C4=CC=CC=C4)C5=CC=CC=C5,THF,10.1002/chem.201303607,37.4,0.714,0.634,0.0,0.591,,,C1CCOC1
598.0,612.0,0.96,F[B-](F)(N1C2=CC=C1CC)[N+]3=C(N(C4=C3C=CC=C4)[B-]5(F)F)C2=C6[N+]5=C(C=C6)CC,CH2Cl2,10.1002/anie.201606883,40.7,0.761,0.769,0.04,0.178,1.0,Absolute fluorescence quantum yields were determined using a PTI QuantaMaster 40 UV/Vis spectrofluorometer equipped with an integrating sphere. The provided corrections for excitation and emission were applied,
599.0,611.0,0.79,F[B-](F)(N1C2=CC=C1CC)[N+]3=C(N(C4=C3C=CC(OC)=C4)[B-]5(F)F)C2=C6[N+]5=C(C=C6)CC,CH2Cl2,10.1002/anie.201606883,40.7,0.761,0.769,0.04,0.178,1.0,,
600.0,615.0,0.8,F[B-](F)(N1C2=CC=C1CC)[N+]3=C(N(C4=C3C=CC(F)=C4)[B-]5(F)F)C2=C6[N+]5=C(C=C6)CC,CH2Cl2,10.1002/anie.201606883,40.7,0.761,0.769,0.04,0.178,1.0,,
622.0,633.0,0.78,F[B-](F)(N1C2=CC3=C1CCCC3)[N+]4=C(N(C5=C4C=CC=C5)[B-]6(F)F)C2=C7[N+]6=C8CCCCC8=C7,CH2Cl2,10.1002/anie.201606883,40.7,0.761,0.769,0.04,0.178,1.0,,
621.0,632.0,0.39,F[B-](F)(N1C2=CC(Br)=C1CC)[N+]3=C(N(C4=C3C=CC=C4)[B-]5(F)F)C2=C6[N+]5=C(C(Br)=C6)CC,CH2Cl2,10.1002/anie.201606883,40.7,0.761,0.769,0.04,0.178,1.0,,
615.0,630.0,0.11,F[B-](F)(N1C2=C(C(Br)=C1CC)Br)[N+]3=C(N(C4=C3C=CC=C4)[B-]5(F)F)C2=C6[N+]5=C(C(Br)=C6)CC,CH2Cl2,10.1002/anie.201606883,40.7,0.761,0.769,0.04,0.178,1.0,,
615.0,628.0,0.1,F[B-](F)(N1C2=CC(I)=C1CC)[N+]3=C(N(C4=C3C=CC=C4)[B-]5(F)F)C2=C6[N+]5=C(C=C6)CC.C.[Br],CH2Cl2,10.1002/anie.201606883,40.7,0.761,0.769,0.04,0.178,1.0,,
634.0,649.0,0.04,F[B-](F)(N1C2=CC(I)=C1CC)[N+]3=C(N(C4=C3C=CC=C4)[B-]5(F)F)C2=C6[N+]5=C(C(I)=C6)CC,CH2Cl2,10.1002/anie.201606883,40.7,0.761,0.769,0.04,0.178,1.0,,
594.0,607.0,0.83,CCC(C(I)=C1)=[N+]2C1=C3C(N(C4=C5C=CC=C4)[B-]2(C#CC)C#CC)=[N+]5[B-](C#CC)(N6C3=CC(I)=C6CC)C#CC,CH2Cl2,10.1002/anie.201606883,40.7,0.761,0.769,0.04,0.178,1.0,,
592.0,602.0,0.65,CCC(C(I)=C1)=[N+]2C1=C3C(N(C4=C5C=CC=C4)[B-]2(C#CC(CO)O)C#CC(O)CO)=[N+]5[B-](C#CC(CO)O)(N6C3=CC(I)=C6CC)C#CC(CO)O,CH2Cl2,10.1002/anie.201606883,40.7,0.761,0.769,0.04,0.178,1.0,,
803.0,838.0,0.05,F[B-](F)(N1C2=CC=C1/C=C/C3=CC(C(CCCCCCCC)(CCCCCCCC)C4=C5C=CC=C4)=C5C=C3)[N+]6=C(N(C7=C6C=CC=C7)[B-]8(F)F)C2=C9[N+]8=C(C=C9)/C=C/C%10=CC(C(CCCCCCCC)(CCCCCCCC)C%11=C%12C=CC=C%11)=C%12C=C%10,CH2Cl2,10.1002/anie.201606883,40.7,0.761,0.769,0.04,0.178,1.0,,
784.0,824.0,0.04,F[B-](F)(N1C2=CC=C1/C=C/C3=C(OCCCCCCCC)C=CC(OCCCCCCCC)=C3)[N+]4=C(N(C5=C4C=CC=C5)[B-]6(F)F)C2=C7[N+]6=C(C=C7)/C=C/C8=C(OCCCCCCCC)C=CC(OCCCCCCCC)=C8,CH2Cl2,10.1002/anie.201606883,40.7,0.761,0.769,0.04,0.178,1.0,,
783.0,810.0,0.05,F[B-](F)(N1C2=CC=C1/C=C/C3=C(OCCCCCCCC)C=C(C=O)C(OCCCCCCCC)=C3)[N+]4=C(N(C5=C4C=CC=C5)[B-]6(F)F)C2=C7[N+]6=C(C=C7)/C=C/C8=C(OCCCCCCCC)C=C(C=O)C(OCCCCCCCC)=C8,CH2Cl2,10.1002/anie.201606883,40.7,0.761,0.769,0.04,0.178,1.0,,
694.0,722.0,0.1,F[B-](F)(N1C2=CC=C1/C=C/C3=CC=C(OCCN=[N+]=[N-])C=C3)[N+]4=C(N(C5=C4C=CC=C5)[B-]6(F)F)C2=C7[N+]6=CC=C7,CH2Cl2,10.1002/anie.201606883,40.7,0.761,0.769,0.04,0.178,1.0,,
695.0,724.0,0.1,F[B-](F)(N1C2=CC=C1/C=C/C3=CC=C(OCCCCCC(O)=O)C=C3)[N+]4=C(N(C5=C4C=CC=C5)[B-]6(F)F)C2=C7[N+]6=CC=C7,CH2Cl2,10.1002/anie.201606883,40.7,0.761,0.769,0.04,0.178,1.0,,
355.0,405.0,0.88,O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=CO4)=C4C=CC3=C2,CH2Cl2,10.1002/anie.201506429,40.7,0.761,0.769,0.04,0.178,1.0,Absolute quantum yield was measured by QE-2000 (Otsuka Electronics).,
381.0,453.0,0.69,O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=CO4)=C4C=CC3=C2C5=CC=C(C#N)C=C5,CH2Cl2,10.1002/anie.201506429,40.7,0.761,0.769,0.04,0.178,1.0,,
372.0,456.0,0.71,O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=CO4)=C4C=CC3=C2C5=CC=CC=C5,CH2Cl2,10.1002/anie.201506429,40.7,0.761,0.769,0.04,0.178,1.0,,
386.0,514.0,0.54,O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=CO4)=C4C=CC3=C2C5=CC=C(N(CC)CC)C=C5,CH2Cl2,10.1002/anie.201506429,40.7,0.761,0.769,0.04,0.178,1.0,,
415.0,502.0,0.85,O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(C#N)C=C4)O5)=C5C=CC3=C2,CH2Cl2,10.1002/anie.201506429,40.7,0.761,0.769,0.04,0.178,1.0,,
434.0,527.0,0.86,O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(C#N)C=C4)O5)=C5C=CC3=C2C6=CC=C(C#N)C=C6,CH2Cl2,10.1002/anie.201506429,40.7,0.761,0.769,0.04,0.178,1.0,,
436.0,533.0,0.8,O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(C#N)C=C4)O5)=C5C=CC3=C2C6=CC=CC=C6,CH2Cl2,10.1002/anie.201506429,40.7,0.761,0.769,0.04,0.178,1.0,,
